query,plan,execution_time (ms),tables
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select n_nationkey from nation ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""nation"", ""Alias"": ""nation"", ""Startup Cost"": 0.0, ""Total Cost"": 1.25, ""Plan Rows"": 25, ""Plan Width"": 4}}",0.041,"[""nation""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        right join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 119879.0 and lineitem.l_partkey > 359361.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 359361.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 119879.0)""}]}]}}",5407.802,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        left join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 119879.0 and lineitem.l_partkey > 359361.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 359361.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 119879.0)""}]}]}}",5247.311,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        inner join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 119879.0 and lineitem.l_partkey > 359361.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 359361.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 119879.0)""}]}]}}",5210.53,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        right join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 3.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 3.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",23128.504,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        left join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 3.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 3.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",22262.48,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        inner join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 3.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 3.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",22938.364,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        right join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 59584.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 59584.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",20467.855,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        left join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 59584.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 59584.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",19916.713,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        inner join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 59584.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 59584.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",21525.353,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        right join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 119115.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 119115.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",18524.619,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        left join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 119115.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 119115.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",18073.23,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        inner join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 119115.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 119115.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",19247.19,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        right join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 179712.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 179712.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",15720.447,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        left join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 179712.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 179712.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",16981.97,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        inner join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 179712.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 179712.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",16752.301,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        right join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 238404.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 238404.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",12894.333,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        left join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 238404.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 238404.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",12194.107,"[""lineitem"", ""partsupp""]"
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        inner join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 179617.0 and lineitem.l_partkey > 238404.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 238404.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 179617.0)""}]}]}}",13392.093,"[""lineitem"", ""partsupp""]"
