query,execution_time,table1_stats_filepath,table2_stats_filepath
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_custkey from orders            where o_custkey > 225127.0 ;",3015.531,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select c_name from customer            where c_name > 'Customer#000224101' ;",249.028,table_info\customer_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select c_phone from customer            where c_phone > '22-593-812-5142' ;",151.592,table_info\customer_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_clerk from orders            where o_clerk > 'Clerk#000000200' ;",3649.138,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_orderdate from orders            where o_orderdate > '1992-08-27' ;",2996.855,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_orderdate from orders            where o_orderdate > '1996-12-09' ;",2564.598,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_clerk from orders            where o_clerk > 'Clerk#000001093' ;",2855.173,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 15002.0 ;",898.427,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select p_partkey from part            where p_partkey > 1.0 ;",269.442,table_info\part_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_extendedprice from lineitem            where l_extendedprice > 59448.64 ;",13745.922,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_orderkey from lineitem            where l_orderkey > 4816449.0 ;",14485.047,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select s_name from supplier            where s_name > 'Supplier#000000001       ' ;",45.609,table_info\supplier_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_comment from orders            where o_comment > 'equests. even theodolites among the slyly even instructions cajole blithel' ;",2652.048,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select o_custkey from orders            where o_custkey > 209780.0 ;",2191.242,table_info\orders_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select c_custkey from customer            where c_custkey > 269314.0 ;",94.449,table_info\customer_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 16951.0 ;",791.915,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select c_phone from customer            where c_phone > '12-573-196-1875' ;",207.824,table_info\customer_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select n_name from nation            where n_name > 'VIETNAM                  ' ;",0.048,table_info\nation_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select l_extendedprice from lineitem            where l_extendedprice > 40597.26 ;",14246.813,table_info\lineitem_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select s_name from supplier            where s_name > 'Supplier#000011034       ' ;",36.521,table_info\supplier_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select c_phone from customer            where c_phone > '23-836-241-7378' ;",158.511,table_info\customer_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select s_suppkey from supplier            where s_suppkey > 7031.0 ;",18.258,table_info\supplier_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select s_acctbal from supplier            where s_acctbal > 1725.62 ;",20.461,table_info\supplier_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select s_phone from supplier            where s_phone > '22-523-951-5183' ;",19.129,table_info\supplier_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select s_name from supplier            where s_name > 'Supplier#000003034       ' ;",42.874,table_info\supplier_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select p_name from part            where p_name > 'spring rose powder frosted snow' ;",132.817,table_info\part_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 15998.0 ;",1078.782,table_info\partsupp_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select s_comment from supplier            where s_comment > 'nts nag blithely around the furiously ' ;",18.397,table_info\supplier_table_stats.json,
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) select p_name from part            where p_name > 'navajo gainsboro beige red lemon' ;",180.936,table_info\part_table_stats.json,
